repayment_id,customer_id,loan_id,installment_no,due_date,paid_date,scheduled_amount,paid_amount,days_past_due,is_late_payment,is_default_event
386,12,L00012_2,2,2022-04-01,2022-04-07,604,604,6,0,0
387,12,L00012_2,3,2022-05-01,2022-05-01,101,101,0,0,0
388,12,L00012_2,4,2022-05-31,2022-05-31,797,797,0,0,0
389,12,L00012_2,5,2022-06-30,2022-07-19,829,829,19,1,0
390,12,L00012_2,6,2022-07-30,2022-08-13,238,238,14,0,0
391,12,L00012_2,7,2022-08-29,2022-08-29,568,568,0,0,0
392,12,L00012_2,8,2022-09-28,2022-10-04,584,584,6,0,0
393,12,L00012_2,9,2022-10-28,2022-11-11,670,670,14,0,0
394,12,L00012_2,10,2022-11-27,2022-11-27,516,516,0,0,0
395,12,L00012_2,11,2022-12-27,2022-12-27,608,608,0,0,0
396,12,L00012_2,12,2023-01-26,2023-01-26,771,771,0,0,0
397,12,L00012_2,13,2023-02-25,2023-03-03,654,654,6,0,0
398,12,L00012_2,14,2023-03-27,2023-03-27,357,357,0,0,0
399,12,L00012_2,15,2023-04-26,2023-04-26,886,886,0,0,0
400,12,L00012_2,16,2023-05-26,2023-06-05,334,334,10,0,0
401,12,L00012_2,17,2023-06-25,2023-06-25,644,644,0,0,0
402,12,L00012_2,18,2023-07-25,2023-08-05,744,744,11,0,0
403,12,L00012_2,19,2023-08-24,2023-08-31,672,672,7,0,0
404,12,L00012_2,20,2023-09-23,2023-09-23,398,398,0,0,0
405,12,L00012_2,21,2023-10-23,2023-10-30,186,186,7,0,0
406,12,L00012_2,22,2023-11-22,2023-11-22,554,554,0,0,0
407,12,L00012_2,23,2023-12-22,2023-12-25,416,416,3,0,0
408,12,L00012_2,24,2024-01-21,2024-01-31,800,800,10,0,0
409,13,L00013_1,1,2022-03-21,2022-03-21,148,148,0,0,0
410,13,L00013_1,2,2022-04-20,2022-04-21,288,288,1,0,0
411,13,L00013_1,3,2022-05-20,2022-05-20,448,448,0,0,0
412,13,L00013_1,4,2022-06-19,2022-06-19,882,882,0,0,0
413,13,L00013_1,5,2022-07-19,2022-08-08,718,718,20,1,0
414,13,L00013_1,6,2022-08-18,2022-08-27,691,691,9,0,0
415,13,L00013_1,7,2022-09-17,2022-09-17,140,140,0,0,0
416,13,L00013_1,8,2022-10-17,2022-11-09,452,452,23,1,0
417,13,L00013_1,9,2022-11-16,2022-11-16,210,210,0,0,0
418,13,L00013_1,10,2022-12-16,2022-12-16,287,287,0,0,0
419,13,L00013_1,11,2023-01-15,2023-01-15,655,655,0,0,0
420,13,L00013_1,12,2023-02-14,2023-02-21,439,439,7,0,0
421,13,L00013_1,13,2023-03-16,2023-03-24,265,265,8,0,0
422,13,L00013_1,14,2023-04-15,2023-04-27,807,807,12,0,0
423,13,L00013_1,15,2023-05-15,2023-05-20,479,479,5,0,0
424,13,L00013_1,16,2023-06-14,2023-06-22,383,383,8,0,0
425,13,L00013_1,17,2023-07-14,2023-07-22,380,380,8,0,0
426,13,L00013_1,18,2023-08-13,2023-08-26,367,367,13,0,0
427,13,L00013_1,19,2023-09-12,2023-09-12,513,513,0,0,0
428,13,L00013_1,20,2023-10-12,2023-10-12,699,699,0,0,0
429,13,L00013_1,21,2023-11-11,2023-11-11,759,759,0,0,0
430,13,L00013_1,22,2023-12-11,2023-12-13,502,502,2,0,0
431,13,L00013_1,23,2024-01-10,2024-01-19,298,298,9,0,0
432,13,L00013_1,24,2024-02-09,2024-02-22,583,583,13,0,0
433,14,L00014_1,1,2022-11-02,2022-11-02,676,676,0,0,0
434,14,L00014_1,2,2022-12-02,2022-12-10,769,769,8,0,0
435,14,L00014_1,3,2023-01-01,2023-01-01,243,243,0,0,0
436,14,L00014_1,4,2023-01-31,2023-02-09,272,272,9,0,0
437,14,L00014_1,5,2023-03-02,2023-03-02,830,830,0,0,0
438,14,L00014_1,6,2023-04-01,2023-04-30,869,869,29,1,0
439,15,L00015_1,1,2022-04-22,2022-05-05,437,437,13,0,0
440,15,L00015_1,2,2022-05-22,2022-06-01,225,225,10,0,0
441,15,L00015_1,3,2022-06-21,2022-06-21,625,625,0,0,0
442,15,L00015_1,4,2022-07-21,2022-07-21,878,878,0,0,0
443,15,L00015_1,5,2022-08-20,2022-08-29,166,166,9,0,0
444,15,L00015_1,6,2022-09-19,2022-09-20,900,900,1,0,0
445,15,L00015_2,1,2022-07-04,2022-07-04,112,112,0,0,0
446,15,L00015_2,2,2022-08-03,2022-08-03,197,197,0,0,0
447,15,L00015_2,3,2022-09-02,2022-09-08,346,346,6,0,0
448,15,L00015_2,4,2022-10-02,2022-10-02,883,883,0,0,0
449,15,L00015_2,5,2022-11-01,2022-11-18,829,829,17,1,0
450,15,L00015_2,6,2022-12-01,2022-12-20,568,568,19,1,0
451,15,L00015_2,7,2022-12-31,2022-12-31,884,884,0,0,0
452,15,L00015_2,8,2023-01-30,2023-01-30,144,144,0,0,0
453,15,L00015_2,9,2023-03-01,2023-03-01,475,475,0,0,0
454,15,L00015_2,10,2023-03-31,2023-03-31,786,786,0,0,0
455,15,L00015_2,11,2023-04-30,2023-04-30,308,308,0,0,0
456,15,L00015_2,12,2023-05-30,2023-06-13,129,129,14,0,0
457,15,L00015_2,13,2023-06-29,2023-07-01,197,197,2,0,0
458,15,L00015_2,14,2023-07-29,2023-07-29,196,196,0,0,0
459,15,L00015_2,15,2023-08-28,2023-09-05,658,658,8,0,0
460,15,L00015_2,16,2023-09-27,2023-09-27,676,676,0,0,0
461,15,L00015_2,17,2023-10-27,2023-10-27,186,186,0,0,0
462,15,L00015_2,18,2023-11-26,2023-11-26,145,145,0,0,0
463,15,L00015_2,19,2023-12-26,2023-12-26,464,464,0,0,0
464,15,L00015_2,20,2024-01-25,2024-01-25,686,686,0,0,0
465,15,L00015_2,21,2024-02-24,2024-02-24,475,475,0,0,0
466,15,L00015_2,22,2024-03-25,2024-03-27,348,348,2,0,0
467,15,L00015_2,23,2024-04-24,2024-05-13,668,668,19,1,0
468,15,L00015_2,24,2024-05-24,2024-05-24,526,526,0,0,0
469,16,L00016_1,1,2021-03-25,2021-03-25,782,782,0,0,0
470,16,L00016_1,2,2021-04-24,2021-05-12,549,549,18,1,0
471,16,L00016_1,3,2021-05-24,2021-05-24,133,133,0,0,0
472,16,L00016_1,4,2021-06-23,2021-06-23,819,819,0,0,0
473,16,L00016_1,5,2021-07-23,2021-08-02,582,582,10,0,0
474,16,L00016_1,6,2021-08-22,2021-08-30,662,662,8,0,0
475,17,L00017_1,1,2022-04-02,2022-04-12,743,743,10,0,0
476,17,L00017_1,2,2022-05-02,2022-05-02,868,868,0,0,0
477,17,L00017_1,3,2022-06-01,2022-06-04,108,108,3,0,0
478,17,L00017_1,4,2022-07-01,2022-07-01,456,456,0,0,0
479,17,L00017_1,5,2022-07-31,2022-08-05,799,799,5,0,0
480,17,L00017_1,6,2022-08-30,2022-08-30,356,356,0,0,0
481,17,L00017_1,7,2022-09-29,2022-10-06,304,304,7,0,0
482,17,L00017_1,8,2022-10-29,2022-11-08,784,784,10,0,0
483,17,L00017_1,9,2022-11-28,2022-12-09,892,892,11,0,0
484,17,L00017_1,10,2022-12-28,2022-12-28,521,521,0,0,0
485,17,L00017_1,11,2023-01-27,2023-01-27,888,888,0,0,0
486,17,L00017_1,12,2023-02-26,2023-02-26,400,400,0,0,0
487,18,L00018_1,1,2023-02-23,2023-03-01,441,441,6,0,0
488,18,L00018_1,2,2023-03-25,2023-03-25,181,181,0,0,0
489,18,L00018_1,3,2023-04-24,2023-04-24,200,200,0,0,0
490,18,L00018_1,4,2023-05-24,2023-06-01,390,390,8,0,0
491,18,L00018_1,5,2023-06-23,2023-06-23,557,557,0,0,0
492,18,L00018_1,6,2023-07-23,2023-07-23,346,346,0,0,0
493,18,L00018_1,7,2023-08-22,2023-08-31,774,774,9,0,0
494,18,L00018_1,8,2023-09-21,2023-09-26,169,169,5,0,0
495,18,L00018_1,9,2023-10-21,2023-10-21,429,429,0,0,0
496,18,L00018_1,10,2023-11-20,2023-11-20,892,892,0,0,0
497,18,L00018_1,11,2023-12-20,2023-12-23,211,211,3,0,0
498,18,L00018_1,12,2024-01-19,2024-01-19,617,617,0,0,0
499,19,L00019_1,1,2022-05-25,2022-05-25,679,679,0,0,0
500,19,L00019_1,2,2022-06-24,2022-06-24,659,659,0,0,0
501,19,L00019_1,3,2022-07-24,2022-07-24,450,450,0,0,0
502,19,L00019_1,4,2022-08-23,2022-09-08,837,837,16,1,0
503,19,L00019_1,5,2022-09-22,2022-09-22,566,566,0,0,0
504,19,L00019_1,6,2022-10-22,2022-10-26,692,692,4,0,0
505,19,L00019_1,7,2022-11-21,2022-11-21,744,744,0,0,0
506,19,L00019_1,8,2022-12-21,2022-12-21,286,286,0,0,0
507,19,L00019_1,9,2023-01-20,2023-02-01,696,696,12,0,0
508,19,L00019_1,10,2023-02-19,2023-02-19,871,871,0,0,0
509,19,L00019_1,11,2023-03-21,2023-03-21,437,437,0,0,0
510,19,L00019_1,12,2023-04-20,2023-04-23,472,472,3,0,0
511,19,L00019_2,1,2022-10-03,2022-10-11,650,650,8,0,0
512,19,L00019_2,2,2022-11-02,2022-11-02,249,249,0,0,0
513,19,L00019_2,3,2022-12-02,2022-12-02,869,869,0,0,0
514,19,L00019_2,4,2023-01-01,2023-01-01,711,711,0,0,0
515,19,L00019_2,5,2023-01-31,2023-01-31,308,308,0,0,0
516,19,L00019_2,6,2023-03-02,2023-03-02,354,354,0,0,0
517,19,L00019_2,7,2023-04-01,2023-04-11,661,661,10,0,0
518,19,L00019_2,8,2023-05-01,2023-05-04,508,508,3,0,0
519,19,L00019_2,9,2023-05-31,2023-05-31,788,788,0,0,0
520,19,L00019_2,10,2023-06-30,2023-07-04,794,794,4,0,0
521,19,L00019_2,11,2023-07-30,2023-08-09,718,718,10,0,0
522,19,L00019_2,12,2023-08-29,2023-08-29,853,853,0,0,0
523,19,L00019_2,13,2023-09-28,2023-09-28,855,855,0,0,0
524,19,L00019_2,14,2023-10-28,2023-11-26,555,555,29,1,0
525,19,L00019_2,15,2023-11-27,2023-12-15,860,860,18,1,0
526,19,L00019_2,16,2023-12-27,2024-01-11,566,566,15,0,0
527,19,L00019_2,17,2024-01-26,2024-01-26,557,557,0,0,0
528,19,L00019_2,18,2024-02-25,2024-03-05,686,686,9,0,0
529,19,L00019_2,19,2024-03-26,2024-03-30,693,693,4,0,0
530,19,L00019_2,20,2024-04-25,2024-05-05,610,610,10,0,0
531,19,L00019_2,21,2024-05-25,2024-05-25,660,660,0,0,0
532,19,L00019_2,22,2024-06-24,2024-06-28,669,669,4,0,0
533,19,L00019_2,23,2024-07-24,2024-08-05,631,631,12,0,0
534,19,L00019_2,24,2024-08-23,2024-08-23,146,146,0,0,0
535,20,L00020_1,1,2023-01-16,2023-01-31,119,119,15,0,0
536,20,L00020_1,2,2023-02-15,2023-02-17,101,101,2,0,0
537,20,L00020_1,3,2023-03-17,2023-04-01,594,594,15,0,0
538,20,L00020_1,4,2023-04-16,2023-04-16,549,549,0,0,0
539,20,L00020_1,5,2023-05-16,2023-05-27,182,182,11,0,0
540,20,L00020_1,6,2023-06-15,2023-06-15,746,746,0,0,0
541,20,L00020_1,7,2023-07-15,2023-07-31,261,261,16,1,0
542,20,L00020_1,8,2023-08-14,2023-08-21,331,331,7,0,0
543,20,L00020_1,9,2023-09-13,2023-09-18,694,694,5,0,0
544,20,L00020_1,10,2023-10-13,2023-10-27,828,828,14,0,0
545,20,L00020_1,11,2023-11-12,2023-11-12,231,231,0,0,0
546,20,L00020_1,12,2023-12-12,2023-12-12,321,321,0,0,0
547,20,L00020_1,13,2024-01-11,2024-01-25,169,169,14,0,0
548,20,L00020_1,14,2024-02-10,2024-02-10,198,198,0,0,0
549,20,L00020_1,15,2024-03-11,2024-03-11,842,842,0,0,0
550,20,L00020_1,16,2024-04-10,2024-04-16,174,174,6,0,0
551,20,L00020_1,17,2024-05-10,2024-05-10,280,280,0,0,0
552,20,L00020_1,18,2024-06-09,2024-06-19,327,327,10,0,0
553,21,L00021_1,1,2021-02-07,2021-02-09,505,505,2,0,0
554,21,L00021_1,2,2021-03-09,2021-03-09,450,450,0,0,0
555,21,L00021_1,3,2021-04-08,2021-04-13,219,219,5,0,0
556,21,L00021_1,4,2021-05-08,2021-05-14,474,474,6,0,0
557,21,L00021_1,5,2021-06-07,2021-06-08,449,449,1,0,0
558,21,L00021_1,6,2021-07-07,2021-07-18,480,480,11,0,0
559,21,L00021_1,7,2021-08-06,2021-08-11,674,674,5,0,0
560,21,L00021_1,8,2021-09-05,2021-09-05,187,187,0,0,0
561,21,L00021_1,9,2021-10-05,2021-10-17,756,756,12,0,0
562,21,L00021_1,10,2021-11-04,2021-11-06,583,583,2,0,0
563,21,L00021_1,11,2021-12-04,2021-12-04,585,585,0,0,0
564,21,L00021_1,12,2022-01-03,2022-01-05,446,446,2,0,0
565,21,L00021_1,13,2022-02-02,2022-02-20,266,266,18,1,0
566,21,L00021_1,14,2022-03-04,2022-03-04,429,429,0,0,0
567,21,L00021_1,15,2022-04-03,2022-04-19,380,380,16,1,0
568,21,L00021_1,16,2022-05-03,2022-05-05,334,334,2,0,0
569,21,L00021_1,17,2022-06-02,2022-06-16,358,358,14,0,0
570,21,L00021_1,18,2022-07-02,2022-07-11,546,546,9,0,0
571,22,L00022_1,1,2022-11-06,2022-11-20,118,118,14,0,0
572,22,L00022_1,2,2022-12-06,2022-12-09,750,750,3,0,0
573,22,L00022_1,3,2023-01-05,2023-01-27,132,132,22,1,0
574,22,L00022_1,4,2023-02-04,2023-02-04,392,392,0,0,0
575,22,L00022_1,5,2023-03-06,2023-03-06,458,458,0,0,0
576,22,L00022_1,6,2023-04-05,2023-04-13,498,498,8,0,0
577,22,L00022_1,7,2023-05-05,2023-05-05,120,120,0,0,0
578,22,L00022_1,8,2023-06-04,2023-06-04,881,881,0,0,0
579,22,L00022_1,9,2023-07-04,2023-07-10,182,182,6,0,0
580,22,L00022_1,10,2023-08-03,2023-08-03,178,178,0,0,0
581,22,L00022_1,11,2023-09-02,2023-09-12,135,135,10,0,0
582,22,L00022_1,12,2023-10-02,2023-10-14,373,373,12,0,0
583,22,L00022_1,13,2023-11-01,2023-11-17,428,428,16,1,0
584,22,L00022_1,14,2023-12-01,2023-12-05,350,350,4,0,0
585,22,L00022_1,15,2023-12-31,2024-01-01,183,183,1,0,0
586,22,L00022_1,16,2024-01-30,2024-01-30,791,791,0,0,0
587,22,L00022_1,17,2024-02-29,2024-03-01,674,674,1,0,0
588,22,L00022_1,18,2024-03-30,2024-03-30,189,189,0,0,0
589,22,L00022_1,19,2024-04-29,2024-05-08,395,395,9,0,0
590,22,L00022_1,20,2024-05-29,2024-06-05,358,358,7,0,0
591,22,L00022_1,21,2024-06-28,2024-06-28,481,481,0,0,0
592,22,L00022_1,22,2024-07-28,2024-07-31,747,747,3,0,0
593,22,L00022_1,23,2024-08-27,2024-09-09,781,781,13,0,0
594,22,L00022_1,24,2024-09-26,2024-10-04,359,359,8,0,0
595,22,L00022_2,1,2022-04-15,2022-04-15,433,433,0,0,0
596,22,L00022_2,2,2022-05-15,2022-05-27,380,380,12,0,0
597,22,L00022_2,3,2022-06-14,2022-06-14,817,817,0,0,0
598,22,L00022_2,4,2022-07-14,2022-07-14,147,147,0,0,0
599,22,L00022_2,5,2022-08-13,2022-08-19,806,806,6,0,0
600,22,L00022_2,6,2022-09-12,2022-09-21,822,822,9,0,0
601,22,L00022_2,7,2022-10-12,2022-10-16,334,334,4,0,0
602,22,L00022_2,8,2022-11-11,2022-11-17,170,170,6,0,0
603,22,L00022_2,9,2022-12-11,2022-12-23,885,885,12,0,0
604,22,L00022_2,10,2023-01-10,2023-01-30,644,644,20,1,0
605,22,L00022_2,11,2023-02-09,2023-02-13,253,253,4,0,0
606,22,L00022_2,12,2023-03-11,2023-03-24,635,635,13,0,0
607,22,L00022_2,13,2023-04-10,2023-04-10,403,403,0,0,0
608,22,L00022_2,14,2023-05-10,2023-05-30,720,720,20,1,0
609,22,L00022_2,15,2023-06-09,2023-06-19,296,296,10,0,0
610,22,L00022_2,16,2023-07-09,2023-07-09,467,467,0,0,0
611,22,L00022_2,17,2023-08-08,2023-08-08,108,108,0,0,0
612,22,L00022_2,18,2023-09-07,2023-09-23,610,610,16,1,0
613,23,L00023_1,1,2022-03-11,2022-03-24,471,471,13,0,0
614,23,L00023_1,2,2022-04-10,2022-04-21,803,803,11,0,0
615,23,L00023_1,3,2022-05-10,2022-05-14,783,783,4,0,0
616,23,L00023_1,4,2022-06-09,2022-06-23,266,266,14,0,0
617,23,L00023_1,5,2022-07-09,2022-07-09,800,800,0,0,0
618,23,L00023_1,6,2022-08-08,2022-08-25,195,195,17,1,0
619,23,L00023_1,7,2022-09-07,2022-09-07,237,237,0,0,0
620,23,L00023_1,8,2022-10-07,2022-10-07,144,144,0,0,0
621,23,L00023_1,9,2022-11-06,2022-11-17,427,427,11,0,0
622,23,L00023_1,10,2022-12-06,2022-12-06,787,787,0,0,0
623,23,L00023_1,11,2023-01-05,2023-01-17,211,211,12,0,0
624,23,L00023_1,12,2023-02-04,2023-02-04,716,716,0,0,0
625,23,L00023_1,13,2023-03-06,2023-03-14,295,295,8,0,0
626,23,L00023_1,14,2023-04-05,2023-04-19,254,254,14,0,0
627,23,L00023_1,15,2023-05-05,2023-05-08,636,636,3,0,0
628,23,L00023_1,16,2023-06-04,2023-06-04,428,428,0,0,0
629,23,L00023_1,17,2023-07-04,2023-07-14,102,102,10,0,0
630,23,L00023_1,18,2023-08-03,2023-08-03,788,788,0,0,0
631,24,L00024_1,1,2021-11-02,2021-11-07,740,740,5,0,0
632,24,L00024_1,2,2021-12-02,2021-12-02,424,424,0,0,0
633,24,L00024_1,3,2022-01-01,2022-01-04,893,893,3,0,0
634,24,L00024_1,4,2022-01-31,2022-02-06,152,152,6,0,0
635,24,L00024_1,5,2022-03-02,2022-03-02,637,637,0,0,0
636,24,L00024_1,6,2022-04-01,2022-04-23,733,733,22,1,0
637,24,L00024_2,1,2022-01-31,2022-02-18,419,419,18,1,0
638,24,L00024_2,2,2022-03-02,2022-03-02,113,113,0,0,0
639,24,L00024_2,3,2022-04-01,2022-04-24,899,899,23,1,0
640,24,L00024_2,4,2022-05-01,2022-05-02,364,364,1,0,0
641,24,L00024_2,5,2022-05-31,2022-05-31,881,881,0,0,0
642,24,L00024_2,6,2022-06-30,2022-07-14,359,359,14,0,0
643,24,L00024_2,7,2022-07-30,2022-07-30,130,130,0,0,0
644,24,L00024_2,8,2022-08-29,2022-08-29,537,537,0,0,0
645,24,L00024_2,9,2022-09-28,2022-10-04,780,780,6,0,0
646,24,L00024_2,10,2022-10-28,2022-11-04,412,412,7,0,0
647,24,L00024_2,11,2022-11-27,2022-12-07,858,858,10,0,0
648,24,L00024_2,12,2022-12-27,2022-12-27,496,496,0,0,0
649,25,L00025_1,1,2021-07-20,2021-07-20,399,399,0,0,0
650,25,L00025_1,2,2021-08-19,2021-08-19,147,147,0,0,0
651,25,L00025_1,3,2021-09-18,2021-09-26,758,758,8,0,0
652,25,L00025_1,4,2021-10-18,2021-11-04,195,195,17,1,0
653,25,L00025_1,5,2021-11-17,2021-12-01,785,785,14,0,0
654,25,L00025_1,6,2021-12-17,2021-12-17,457,457,0,0,0
655,25,L00025_1,7,2022-01-16,2022-01-30,134,134,14,0,0
656,25,L00025_1,8,2022-02-15,2022-02-25,831,831,10,0,0
657,25,L00025_1,9,2022-03-17,2022-03-17,814,814,0,0,0
658,25,L00025_1,10,2022-04-16,2022-04-26,768,768,10,0,0
659,25,L00025_1,11,2022-05-16,2022-05-16,483,483,0,0,0
660,25,L00025_1,12,2022-06-15,2022-06-16,392,392,1,0,0
661,25,L00025_2,1,2021-10-05,2021-10-18,761,761,13,0,0
662,25,L00025_2,2,2021-11-04,2021-11-04,485,485,0,0,0
663,25,L00025_2,3,2021-12-04,2021-12-04,852,852,0,0,0
664,25,L00025_2,4,2022-01-03,2022-01-09,688,688,6,0,0
665,25,L00025_2,5,2022-02-02,2022-02-02,745,745,0,0,0
666,25,L00025_2,6,2022-03-04,2022-03-04,615,615,0,0,0
667,25,L00025_2,7,2022-04-03,2022-04-03,749,749,0,0,0
668,25,L00025_2,8,2022-05-03,2022-05-11,366,366,8,0,0
669,25,L00025_2,9,2022-06-02,2022-06-02,318,318,0,0,0
670,25,L00025_2,10,2022-07-02,2022-07-10,167,167,8,0,0
671,25,L00025_2,11,2022-08-01,2022-08-15,745,745,14,0,0
672,25,L00025_2,12,2022-08-31,2022-09-08,657,657,8,0,0
673,26,L00026_1,1,2021-06-21,2021-06-22,339,339,1,0,0
674,26,L00026_1,2,2021-07-21,2021-07-24,458,458,3,0,0
675,26,L00026_1,3,2021-08-20,2021-08-27,796,796,7,0,0
676,26,L00026_1,4,2021-09-19,2021-09-22,771,771,3,0,0
677,26,L00026_1,5,2021-10-19,2021-10-19,634,634,0,0,0
678,26,L00026_1,6,2021-11-18,2021-11-18,417,417,0,0,0
679,26,L00026_1,7,2021-12-18,2021-12-30,570,570,12,0,0
680,26,L00026_1,8,2022-01-17,2022-01-29,234,234,12,0,0
681,26,L00026_1,9,2022-02-16,2022-03-10,780,780,22,1,0
682,26,L00026_1,10,2022-03-18,2022-03-18,756,756,0,0,0
683,26,L00026_1,11,2022-04-17,2022-04-17,647,647,0,0,0
684,26,L00026_1,12,2022-05-17,2022-05-17,747,747,0,0,0
685,27,L00027_1,1,2022-05-09,2022-05-22,213,213,13,0,0
686,27,L00027_1,2,2022-06-08,2022-06-08,260,260,0,0,0
687,27,L00027_1,3,2022-07-08,2022-07-18,103,103,10,0,0
688,27,L00027_1,4,2022-08-07,2022-08-08,208,208,1,0,0
689,27,L00027_1,5,2022-09-06,2022-09-06,418,418,0,0,0
690,27,L00027_1,6,2022-10-06,2022-10-06,352,352,0,0,0
691,27,L00027_1,7,2022-11-05,2022-11-05,861,861,0,0,0
692,27,L00027_1,8,2022-12-05,2022-12-16,785,785,11,0,0
693,27,L00027_1,9,2023-01-04,2023-01-04,200,200,0,0,0
694,27,L00027_1,10,2023-02-03,2023-02-15,775,775,12,0,0
695,27,L00027_1,11,2023-03-05,2023-03-15,279,279,10,0,0
696,27,L00027_1,12,2023-04-04,2023-04-11,445,445,7,0,0
697,27,L00027_1,13,2023-05-04,2023-05-07,466,466,3,0,0
698,27,L00027_1,14,2023-06-03,2023-06-03,423,423,0,0,0
699,27,L00027_1,15,2023-07-03,2023-07-19,159,159,16,1,0
700,27,L00027_1,16,2023-08-02,2023-08-18,542,542,16,1,0
701,27,L00027_1,17,2023-09-01,2023-09-07,880,880,6,0,0
702,27,L00027_1,18,2023-10-01,2023-10-28,780,780,27,1,0
703,27,L00027_1,19,2023-10-31,2023-11-15,189,189,15,0,0
704,27,L00027_1,20,2023-11-30,2023-11-30,821,821,0,0,0
705,27,L00027_1,21,2023-12-30,2023-12-30,588,588,0,0,0
706,27,L00027_1,22,2024-01-29,2024-02-09,359,359,11,0,0
707,27,L00027_1,23,2024-02-28,2024-03-22,853,853,23,1,0
708,27,L00027_1,24,2024-03-29,2024-04-10,774,774,12,0,0
709,27,L00027_1,25,2024-04-28,2024-05-02,548,548,4,0,0
710,27,L00027_1,26,2024-05-28,2024-06-04,459,459,7,0,0
711,27,L00027_1,27,2024-06-27,2024-06-29,752,752,2,0,0
712,27,L00027_1,28,2024-07-27,2024-07-31,417,417,4,0,0
713,27,L00027_1,29,2024-08-26,2024-09-05,626,626,10,0,0
714,27,L00027_1,30,2024-09-25,2024-10-04,330,330,9,0,0
715,27,L00027_1,31,2024-10-25,2024-11-08,560,560,14,0,0
716,27,L00027_1,32,2024-11-24,2024-12-10,272,272,16,1,0
717,27,L00027_1,33,2024-12-24,2024-12-24,710,710,0,0,0
718,27,L00027_1,34,2025-01-23,2025-01-31,416,416,8,0,0
719,27,L00027_1,35,2025-02-22,2025-03-04,784,784,10,0,0
720,27,L00027_1,36,2025-03-24,2025-03-29,437,437,5,0,0
721,28,L00028_1,1,2022-12-21,2022-12-25,539,539,4,0,0
722,28,L00028_1,2,2023-01-20,2023-01-24,813,813,4,0,0
723,28,L00028_1,3,2023-02-19,2023-02-19,734,734,0,0,0
724,28,L00028_1,4,2023-03-21,2023-03-21,731,731,0,0,0
725,28,L00028_1,5,2023-04-20,2023-05-01,100,100,11,0,0
726,28,L00028_1,6,2023-05-20,2023-06-01,796,796,12,0,0
727,28,L00028_1,7,2023-06-19,2023-06-29,888,888,10,0,0
728,28,L00028_1,8,2023-07-19,2023-08-01,363,363,13,0,0
729,28,L00028_1,9,2023-08-18,2023-08-20,797,797,2,0,0
730,28,L00028_1,10,2023-09-17,2023-10-09,244,244,22,1,0
731,28,L00028_1,11,2023-10-17,2023-10-26,610,610,9,0,0
732,28,L00028_1,12,2023-11-16,2023-11-24,883,883,8,0,0
733,28,L00028_1,13,2023-12-16,2023-12-18,658,658,2,0,0
734,28,L00028_1,14,2024-01-15,2024-01-16,892,892,1,0,0
735,28,L00028_1,15,2024-02-14,2024-02-20,177,177,6,0,0
736,28,L00028_1,16,2024-03-15,2024-04-05,749,749,21,1,0
737,28,L00028_1,17,2024-04-14,2024-04-17,801,801,3,0,0
738,28,L00028_1,18,2024-05-14,2024-05-20,171,171,6,0,0
739,28,L00028_1,19,2024-06-13,2024-06-16,583,583,3,0,0
740,28,L00028_1,20,2024-07-13,2024-07-23,503,503,10,0,0
741,28,L00028_1,21,2024-08-12,2024-08-12,321,321,0,0,0
742,28,L00028_1,22,2024-09-11,2024-09-11,252,252,0,0,0
743,28,L00028_1,23,2024-10-11,2024-10-15,497,497,4,0,0
744,28,L00028_1,24,2024-11-10,2024-11-16,239,239,6,0,0
745,28,L00028_2,1,2022-02-08,2022-02-12,190,190,4,0,0
746,28,L00028_2,2,2022-03-10,2022-03-10,591,591,0,0,0
747,28,L00028_2,3,2022-04-09,2022-04-22,336,336,13,0,0
748,28,L00028_2,4,2022-05-09,2022-05-09,781,781,0,0,0
749,28,L00028_2,5,2022-06-08,2022-06-08,567,567,0,0,0
750,28,L00028_2,6,2022-07-08,2022-07-09,898,898,1,0,0
751,28,L00028_2,7,2022-08-07,2022-08-26,837,837,19,1,0
752,28,L00028_2,8,2022-09-06,2022-09-06,662,662,0,0,0
753,28,L00028_2,9,2022-10-06,2022-10-06,219,219,0,0,0
754,28,L00028_2,10,2022-11-05,2022-11-18,802,802,13,0,0
755,28,L00028_2,11,2022-12-05,2022-12-18,715,715,13,0,0
756,28,L00028_2,12,2023-01-04,2023-01-08,343,343,4,0,0
757,28,L00028_2,13,2023-02-03,2023-02-03,769,769,0,0,0
758,28,L00028_2,14,2023-03-05,2023-03-15,831,831,10,0,0
759,28,L00028_2,15,2023-04-04,2023-04-06,534,534,2,0,0
760,28,L00028_2,16,2023-05-04,2023-05-04,610,610,0,0,0
761,28,L00028_2,17,2023-06-03,2023-06-03,456,456,0,0,0
762,28,L00028_2,18,2023-07-03,2023-07-03,660,660,0,0,0
763,29,L00029_1,1,2021-09-29,2021-10-11,670,670,12,0,0
764,29,L00029_1,2,2021-10-29,2021-10-29,867,867,0,0,0
765,29,L00029_1,3,2021-11-28,2021-12-04,717,717,6,0,0
766,29,L00029_1,4,2021-12-28,2022-01-10,211,211,13,0,0
767,29,L00029_1,5,2022-01-27,2022-01-28,478,478,1,0,0
768,29,L00029_1,6,2022-02-26,2022-03-14,442,442,16,1,0
769,29,L00029_1,7,2022-03-28,2022-04-04,612,612,7,0,0
770,29,L00029_1,8,2022-04-27,2022-04-27,688,688,0,0,0
771,29,L00029_1,9,2022-05-27,2022-06-08,686,686,12,0,0
772,29,L00029_1,10,2022-06-26,2022-06-26,143,143,0,0,0
